Track ID,Track Name,Artist,Album,Duration (ms),Popularity,Genre
58w68w4s8h9gw3xrDaXyuj,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani),169127,57,R&B/Pop
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,=,230746,79,soft pop
6osKPJp6kQwZcgUqBteJFN,Safari,Serena,Safari,187408,59,Trap / Hip-Hop + Electronic Fusion
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,Voicenotes,208786,81,"soft pop, pop"
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",Nine Track Mind,217706,77,"soft pop, pop"
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),141805,78,Pop
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),212000,73,Hip-Hop / Rap
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),137875,69,Hip-Hop / Rap
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,210960,80,Pop Rock
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",Icarus Falls,239000,81,Pop Rock
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,Purpose (Deluxe),200786,83,Pop Rock
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,257265,85,soft pop
3C0nOe05EIt1390bVABLyN,On The Floor,"Jennifer Lopez, Pitbull",Love?,284866,80,R&B / Soul
285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,192560,73,"edm, dance"
3h4T9Bg8OVSUYa6danHeH5,Animals,Maroon 5,V (Asia Tour Edition),231013,71,pop
1mXuMM6zjPgjL4asbBsgnt,Firework,Katy Perry,Teenage Dream,227893,68,pop
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,208373,80,EDM / Electronic
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,184447,74,EDM / Electronic
28VbwtsYnj85UEODGpQRem,"Alone, Pt. II","Alan Walker, Ava Max",World Of Walker,179052,70,EDM / Electronic
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Anne-Marie, Sean Paul",Rockabye (feat. Sean Paul & Anne-Marie),251088,70,EDM / Electronic
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"Marshmello, Anne-Marie",FRIENDS,202620,74,edm
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,80,Pop Rock
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),200185,86,Pop Rock
6KigD0mlF4VGDYiSEzAyYw,Fight Back,NEFFEX,Fight Back: The Collection,200571,70,EDM / Electronic
2yAVzRiEQooPEJ9SYx11L3,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65, Gabry Ponte",Europop,283747,11,"eurodance, europop, italo dance"
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Safe Haven,233720,85,Pop
64p6ua7zpf66s62StC2QLv,Bad Boy (feat. Luana Kiara),"Raaban, Tungevaag, Luana Kiara",Bad Boy (feat. Luana Kiara),190673,62,Trap / Hip-Hop + Electronic Fusion
4cktbXiXOapiLBMprHFErI,Memories,Maroon 5,JORDI (Deluxe),189486,82,pop
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,70,Trap / Hip-Hop + Electronic Fusion
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,The Days / Nights,176658,83,edm
5vGLcdRuSbUhD8ScwsGSdA,Whoopty,CJ,Whoopty,123262,63,dembow
1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,"League of Legends, Against The Current",Legends Never Die,235000,74,Alternative Rock / Indie Rock
54ipXppHLA8U4yqpOFTUhr,Bones,Imagine Dragons,Mercury - Acts 1 & 2,165264,79,Alternative Rock / Indie Rock
5ZKG94fnjiuMH5yrC5S9lS,One Dance,"Drake, Wizkid, Kyla",Views,173973,59,"rap, hip hop"
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,Night Visions,177506,82,Alternative Rock / Indie Rock
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,Chosen,211560,82,
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max",Into Your Arms (feat. Ava Max),186022,70,
0F7FA14euOIX8KcbEturGH,Old Town Road,Lil Nas X,7,113000,71,Hip-Hop / Rap
2RSHsoi04658QL5xgQVov3,Bad Liar,Imagine Dragons,Origins (Deluxe),260773,79,Alternative Rock / Indie Rock
18A7ha5BitZjmdHTCwXFbU,Cradles,Sub Urban,Cradles,209829,2,EDM / Electronic
6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,Kordhell,Murder In My Mind,145000,75,"phonk, drift phonk"
2kx5sQgmjYug0GiDh1a4sU,"Living Life, In The Night","Cheriimoya, Sierra Kidd","Living Life, In The Night",122517,69,Lo-Fi / Chill
1e6aAbWR0MXCNcr4yQovNr,Grateful,NEFFEX,Grateful,182400,66,Lo-Fi / Chill
6SRWhUJcD2YKahCwHavz3X,Darkside,"Alan Walker, Au/Ra, Tomine Harket",Different World,211680,71,EDM / Electronic
2J2Z1SkXYghSajLibnQHOa,Unstoppable,Sia,This Is Acting,217746,79,Pop
5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,"Travis Scott, HVME",Goosebumps (Remix),162802,73,rap
2uZWffKoemZDI0gHcBEcDc,On & On,"Cartoon, Jéja, Daniel Levi",On & On,207068,73,EDM / Electronic
6inzGTxyGsXVjpVKtFGrcE,Rise Up,TheFatRat,Rise Up,169756,65,EDM / Electronic
4y1nvncvBhdoelqPMyXxis,Fearless Pt. II,"Lost Sky, Chris Linton",Fearless Pt. II,194181,68,EDM / Electronic
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",HEROES & VILLAINS,221520,81,Hip-Hop / Rap
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,Narrated For You,169353,82,Pop
2rRJrJEo19S2J82BDsQ3F7,Falling,Trevor Daniel,Nicotine,159381,1,Pop
233ZYmIrIy5Znu8T6vq2rc,No Money (Remix),Vapi,No Money (Remix),171246,38,R&B / Soul
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),"24kGoldn, iann dior",El Dorado,140533,77,Hip-Hop / Rap
5fOjFkFA0k5MTOo1LmnVTO,Heroes Tonight,"Janji, Johnning",Heroes Tonight,208139,67,EDM / Electronic
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,Youngblood (Deluxe),203417,80,Alternative Rock / Indie Rock
0yLdNVWF3Srea0uzk55zFn,Flowers,Miley Cyrus,Flowers,200454,26,Pop
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,As It Was,167303,20,Pop
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,Midnights,200690,81,Pop
0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,FUTURE,204600,82,rap
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,Starboy,260252,78,R&B / Soul
35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,Positions,172324,78,pop
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, GIVĒON",Justice,198081,78,Pop
5Zlb01Jcn0Ld49zazzZJSB,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,"TWISTED, Oliver Tree",WORTH NOTHING (Fast & Furious: Drift Tape/Phonk Vol 1),164629,4,"phonk, drift phonk"
0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",161803,71,Pop
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,Evolve,187146,83,Alternative Rock / Indie Rock
6nQZG4G0vIrQWaCGbqHCQn,Down,"Arc North, Badjack, Cour",Down,143500,2,slap house
1QQ1Dx8dcLgWvUaY5fk84y,Invisible,"Zeus X Crona, Julius Dreisig",Invisible,201015,61,Pop
6ibayfvVOby1NSKJFohtZp,Light It Up,"Robin Hustin, TobiMorrow, Jex",Light It Up,185390,23,EDM / Electronic
4xkm03zMAQXHc0QHl0V2Rm,Takeaway (feat. Lennon Stella) - Pilton Remix,"The Chainsmokers, ILLENIUM, Lennon Stella, pilton",Takeaway (feat. Lennon Stella) [Remixes],213253,43,EDM / Electronic
0hTrQoqDmFnA4S1PC265e1,Fly Away,"TheFatRat, Anjulie",Fly Away,194267,65,EDM / Electronic
0EB9I85mW2YnjfZmvT8CAc,Why Do I?,"Bri Tolani, Unknown Brain",Why Do I?,223803,53,EDM / Electronic
0lks2Kt9veMOFEAPN0fsqN,Lily,"Alan Walker, K-391, Emelie Hollow",Different World,195840,70,EDM / Electronic
7uCBGNn991AM68fR4tSDco,Born For This,The Score,Carry On,237375,66,Alternative Rock / Indie Rock
2LAtELE0xGyMKcvNlxiyF3,1 Day 2 Nights,HRVY,1 Day 2 Nights,138200,0,Trap / Hip-Hop + Electronic Fusion
698ItKASDavgwZ3WjaWjtz,Faded,Alan Walker,Different World,212106,78,EDM / Electronic
1vnnXMrBeEWiRg3YCMCjQq,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",VIDA,230413,69,latin
0YammaEkYSeo9vQYZ1OwS6,Say My Name,"David Guetta, Bebe Rexha, J Balvin",7,198946,65,"edm, dance"
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,SOS,153946,85,r&b
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",148485,81,soft pop
6BePGk3eCan4FqaW2X8Qy3,10:35,"Tiësto, Tate McRae",10:35,172252,73,"edm, trance, big room, house, dance"
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Until I Found You (Em Beihold Version),176440,78,
3m71VLuekxke2MO8yHkOYg,Where We Started,"Jex, Lost Sky",Where We Started,222005,60,EDM / Electronic
2kmWfYjBR2dgAbB4ZBF9bT,Cold,NEFFEX,Destiny: The Collection,186240,58,
2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,Time,259146,76,"witch house, darkwave"
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein","My Dear Melancholy,",241066,82,R&B / Soul
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",268164,70,"bollywood, hindi pop, desi, sufi"
